ARCHIVO GENERADO AUTOMÁTICAMENTE POR unir_logs.py
Fecha de generación: 2026-07-21 14:26:32
[2026-07-21 13:09:21.496] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.498] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.501] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.503] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.504] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:21.507] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.509] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.510] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.514] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.516] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.517] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.520] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.521] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.522] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.525] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.528] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.529] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:21.532] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.551] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.552] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.555] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.558] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.559] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:21.562] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.564] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.564] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:21.568] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.571] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.573] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:21.577] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.579] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.580] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:21.582] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.585] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.585] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:21.589] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.612] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.613] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:21.617] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.620] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.621] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.624] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.627] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.628] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:21.632] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.634] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.635] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:21.640] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.642] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.642] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.646] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.649] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.649] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.652] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.673] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.675] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.678] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.681] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.682] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.685] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.687] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.688] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.691] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.693] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.694] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:21.696] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.700] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.700] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.704] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.708] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.708] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:21.712] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.730] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.732] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:21.734] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.739] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.740] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:21.743] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.746] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.747] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.750] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.752] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.753] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:21.756] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.759] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.759] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:21.763] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.765] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.766] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:21.770] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.792] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.793] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.797] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.801] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.802] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.806] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.808] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.809] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:21.812] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.813] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.815] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:21.819] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.821] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.822] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:21.825] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.828] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.829] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.831] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.858] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.858] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.862] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.867] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.867] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:21.871] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.873] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.874] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.877] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.879] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.879] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:21.883] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.884] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.885] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.888] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.890] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.891] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.894] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.910] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.910] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.913] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.916] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.917] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.920] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.921] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.922] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.926] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.929] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.929] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.931] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.934] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.934] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.938] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.955] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.956] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:21.958] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.963] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.964] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:21.966] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.968] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.969] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:21.972] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.974] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.974] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:21.979] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.980] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.981] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:21.984] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:21.986] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:21.987] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:21.990] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.008] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.009] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.012] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.016] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.017] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.019] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.021] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.022] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.025] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.027] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.028] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.030] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.032] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.033] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.036] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.053] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.054] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.058] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.063] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.063] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.066] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.068] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.068] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.071] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.074] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.074] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.078] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.081] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.081] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.085] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.088] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.088] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.092] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.109] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.110] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.114] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.118] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.118] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.122] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.123] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.124] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.128] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.129] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.130] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.133] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.136] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.137] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.139] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.157] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.158] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.161] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.168] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.168] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.174] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.177] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.177] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.182] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.184] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.186] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.190] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.193] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.194] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.198] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.202] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.203] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.206] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.231] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.232] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.234] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.241] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.355] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.358] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.360] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.361] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.363] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.366] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.367] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.370] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.371] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.372] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.376] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.378] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.379] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.382] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.384] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.384] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.387] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.404] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.405] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.407] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.414] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.415] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.418] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.419] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.420] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.422] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.424] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.424] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.429] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.430] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.431] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.434] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.436] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.438] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.441] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.443] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.444] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.446] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.448] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.449] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.452] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.454] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.454] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.457] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.459] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.460] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.463] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.465] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.466] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.469] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.486] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.488] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.490] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.495] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.496] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.499] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.501] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.501] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.504] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.506] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.506] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.509] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.511] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.512] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.514] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.517] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.517] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.519] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.522] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.523] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.526] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.543] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.544] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.547] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.552] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.553] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.556] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.557] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.558] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.562] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.564] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.565] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.567] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.570] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.570] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.574] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.576] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.577] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.580] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.596] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.597] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.599] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.604] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.605] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.608] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.610] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.610] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
